loop_rank,h1_feature_index,birth,death,persistence,num_points_in_loop,top_genres,top_artists,sample_songs
484,57854,1.0547987222671509,2.0426461696624756,0.9878474473953247,3,,,None — infinity one two three four shamen knocking at the door five six seven eight close your eyes for inn...; None — is there there none is there there none is there there none is there there none is there there none ...; None — there s only one everything remember these words there s only one everything and if you go out and c...
485,58040,1.0544151067733765,2.0286128520965576,0.9741977453231812,2,,,None — extra long for gliding and sliding skin compatibility long lasting pure original formula personal ne...; None — then we make discovery in my face crme we put the elixir of woman the hormone that makes her differe...
486,58052,1.0543924570083618,2.072786331176758,1.018393874168396,3,"['orgcore', 'power-pop punk', 'ramonescore', 'vancouver punk']",The Hextalls,The Hextalls — i used to pray for another star wars or indiana jones now i pray to meet george lucas so i can break...; None — by the way if anyone here is in marketing or advertising kill yourself thank you just planting seeds...; None — you got a new favourite show been watching hbo you got a new favourite show been watching hbo you go...
487,58124,1.0542384386062622,2.0919861793518066,1.0377477407455444,3,,,None — with the use of electronic filters and other methods we will simulate the sound of speech we can des...; None — take me back to the underground the underground sensation like falling or fear to be found a movemen...; None — take me back to the underground the underground sensation like falling or fear to be found a movemen...
488,58259,1.0539429187774658,2.0746893882751465,1.0207464694976807,3,,,None — a real human being and a real hero back against the wall and odds with the strength of a will and a ...; None — real human being and a real hero back against the wall and odds with the strengh of a will and a cau...; None — i was on the first ship to peru charted all the courses like all sailors do first to cross the mason...
489,58294,1.053853154182434,2.0933923721313477,1.0395392179489136,2,,,None — start your computations for time warp ...; None — stardate 3040 the seasons continue to pass spring became summer fall dimmed into the winter s cold l...
490,58306,1.053809642791748,2.095043897628784,1.0412342548370361,3,['Unknown genre'],Gallant,None — i remember when i found out about chemistry it was a long long way from here i was old enough to wan...; None — who put the chemicals in the food chain who put the chemicals in the food chain who put the chemical...; Gallant — are the chemicals controlled are they written in my native tongue open ended cosmic code i know i ca...
491,58457,1.053473711013794,2.0296895503997803,0.9762158393859863,3,"['bubblegum dance', 'eurodance', 'europop', 'hands up']",Baracuda,None — pump it up pump it up pump it up put em in the a a air pump it up pump it up pump it up pump it up p...; Baracuda — put your a in the air oh put put your put your a up in the air put your a up in the air oohohohoh pu...; None — take it back a a ack take it back a a ack take it back ack ack ack a a a ack a ack a a a ack a ack t...
492,58513,1.053354263305664,2.0798964500427246,1.0265421867370605,12,"['adult standards', 'baroque pop', 'classic rock', 'psychedelic rock', 'rock', 'sunshine pop'], ['bass trap'], ['eurodance']","The Beach Boys, DISTO, Crazy Frog",None — intro ms nelson let s be rubberbands stretch our legs and arms and hands keep on stretching til we h...; None — well how you shake it how you shake it so easily and how you drift how you drift so slow where were ...; None — all right you invertebrates i m gonna teach you how to do the sponge well if you take your leg and y...; The Beach Boys — play it like it is carl pick it up from the third well there s a dance spreading round like an awful...; None — this is basic plucking or the staunton lick hold down the chord of c pluck a fretted bass string wit...
493,58643,1.0530610084533691,2.046355724334717,0.9932947158813477,2,,,None — move it like a fuckin giant move it like a fuckin giant move it like a fuckin giant move it like a f...; None — grab this thing grab this thing ...
494,58662,1.0530048608779907,2.063852548599243,1.0108476877212524,6,"['electro swing'], ['modern alternative rock', 'modern blues rock', 'modern rock', 'south african rock']","Good Co, KONGOS",None — good advice i know a man named otis who invented a room and his heart was filled with pride i said t...; None — orville and wilbur cold cut the anchor s from their ankle carving propellers from whale fins in the ...; Good Co — good advice i know a man named otis who invented a room and his heart was filled with pride i said t...; None — make something out of nothing temporary restoration an original creation a deadringer for the real t...; None — pioneer of aerodynamics they thought he was real smart alec he thought big they called it a phallic ...
495,58757,1.052742600440979,2.0762200355529785,1.0234774351119995,16,"['brostep', 'complextro', 'edm', 'electro'], ['edm', 'electro house', 'pop dance', 'pop edm', 'progressive electro house', 'sky room']","Skrillex, Florian Picasso",None — this here right here this here this here this here this here right here this here right here this he...; None — been over been over this before been over and over been over this before and over been over this bef...; None — all i know is this time this time all i know is this time all i know is this time all i know is this...; None — this feels good right here this feels good right here ...; None — this is what you want this is what you get this is what you want this is what you get this is what y...
496,58803,1.0526279211044312,2.0567467212677,1.004118800163269,3,"['indie garage rock', 'montreal indie', 'quebec indie']",HOMESHAKE,None — ladies and gentlemen introducing...; None — look at me the loudest one in the room is the weakest one in the room i tell you that welcome to bri...; HOMESHAKE — hello welcome hello welcome hello welcome hello welcome 1...
497,58901,1.0524171590805054,2.0057778358459473,0.9533606767654419,3,,,None — that s my that s my jam cause oh that s my jam that s my that s my that s my jam cause oh that s my ...; None — that s what i m talking about that s what i m talking about that s what i m talking about that s wha...; None — i can t stop i can t stop and most of all that s what s poppin i can t stop i can t stop you know we...
498,58991,1.0522416830062866,2.0795679092407227,1.027326226234436,2,,,None — wormhole wormhole ...; None — what let the face da base da base da worm...
499,59165,1.0518509149551392,2.0286128520965576,0.9767619371414185,2,,,None — ladies and gentlemen may i have your attention please do you wake every morning in shame and despair...; None — we dissolve everything scratch follicles so they don t grow expose your shame for all to see sell yo...
500,59383,1.051406741142273,2.03895902633667,0.987552285194397,2,,,None — f f f a effed in the a effed in the a with a d with a d effed in the a effed in the a with a d with ...; None — take it back a a ack take it back a a ack take it back ack ack ack a a a ack a ack a a a ack a ack t...
501,59389,1.0514005422592163,2.000058889389038,0.9486583471298218,4,"['classic swedish pop', 'neo-classical', 'swedish jazz']",Benny Andersson,Benny Andersson — oh my dear how boring he s defecting just like all the others he s expecting us to be impressed what...; None — the man is utterly mad you re playing a lunatic that s the problem he s a brilliant lunatic and you ...; None — oh my dear how boring he s defecting just like all the others he s expecting us to be impressed with...; None — he is one of them blokes who tells you that he always toes the line but over the years he provided t...
502,59566,1.0509998798370361,2.0169942378997803,0.9659943580627441,2,,,None — its peanut butter jelly time peanut butter jelly time peanut butter jelly time wating wating wating ...; None — eggs sandwich eggs eggs what dip mayo dip eggs sandwich boy get up these eggs eggs boy hey eggs and ...
503,59577,1.050990104675293,2.10888409614563,1.057893991470337,3,,,None — say when you get down look to your left say when you get up look to your right figure out the puzzle...; None — right lift your foot right off the ground get it 1...; None — lining up against the wall release the railing you want fall you re at the nervous center it s not t...
504,59637,1.0508792400360107,2.0262961387634277,0.975416898727417,2,,,None — daring duck of mystery champion of right swoops down from the shadows darkwing owns the night somewh...; None — it s time to be a hero with super moves and cool girl power she rescues friends at the darkest hour ...
505,59774,1.0505642890930176,2.017374038696289,0.9668097496032715,2,,,None — change your way of limping around the world cause you know what will come soon a real broken leg and...; None — i m goin out out on a limb it s getting pretty thin it s gonna fall down saw all my friends they wer...
506,59888,1.050294041633606,2.0255274772644043,0.9752334356307983,3,"['big room', 'edm', 'electro house', 'melbourne bounce', 'melbourne bounce international', 'pop dance']",Will Sparks,Will Sparks — this is what the bounce is this is what the bounce is bounce bounce bounce bounce this is what the t...; None — basket ball basket ball basket dribble pivot pivot pivot pivot escape dribble bunny jump bunny jump ...; None — ultimate frisbee ultimate frisbee ultimate frisbee ultimate frisbee ultimate frisbee ultimate frisbe...
507,59918,1.0502185821533203,2.096756935119629,1.0465383529663086,2,,,None — yes catfight finally i ve been waiting two seasons for this i don t like you i really don t like you...; None — episode 6 unbowed unbent unbrokenint house of black and white chamber arya cleans washes and covers ...
508,60142,1.0497777462005615,2.0728566646575928,1.0230789184570312,4,,,None — your hands are cold you re movements sluggish you want more speed you re feeling restless so take a ...; None — gulp gulp drink some water gulp gulp drink some water gulp gulp drink some water it s so good for yo...; None — cooling so cooling cooling me have some cool clear water water water water water water water now now...; None — ssssss blackberry grapefruit clementine pear if i ve got an izze i ain t a gonna share i want a ice ...
509,60243,1.0495818853378296,2.1220669746398926,1.072485089302063,8,"['indie soul'], ['alternative rock', 'dance rock', 'permanent wave', 'rock']","JMSN, The Killers",JMSN — you have fifty new messages first new message you too good to answer the phone hit me up yea christi...; None — you have two more messages hey this is derek fisher of the los angeles lakers and i ve heard that yo...; None — please enter your password first unheard message it s me just wondering if you got my text anyway i ...; None — you have one new message saturday 9 22 am ...; None — hey it s mandisa leave a message after the beep hey dis it s laura just want you to know i m thinkin...
510,60259,1.0495474338531494,2.0603251457214355,1.0107777118682861,5,,,None — 1 2 3 4 um okay like s see there was this and wh and then there wa an nevermind forget it you wouldn...; None — did you ever try to recreate past events all caught up in your head copies can be such an empty fix ...; None — just noticed notes made before now and found no sound a time like now but lost because how will it f...; None — many years before i kept track of the years i felt i would look back otherwise why did i write down ...; None — we could take a journey down memory lane but where would it really go i already know you we could wr...
511,60295,1.0494416952133179,2.069153070449829,1.0197113752365112,2,,,None — yes you done made it baby it s your boy lil b captain leave it up to clams he got us 32 levels 32 le...; None — boy this could be your year make an old man proud of you forget about the tears on the level see me ...
512,60366,1.0492901802062988,2.046779155731201,0.9974889755249023,4,"['electronic trap'], ['dance rock', 'new romantic', 'new wave', 'permanent wave', 'synthpop']","Dabow, Depeche Mode",Dabow — that big of a something that big of a something ...; None — but is there something more than that but is there something more than that but is there something m...; None — you you give me something and i just let it be you give me something all that i need you give me tha...; Depeche Mode — something that rings true something that rings true something that rings true something that rings t...
513,60391,1.0492157936096191,2.005748748779297,0.9565329551696777,2,,,None — gentlemen it has been a privilege playing with you tonight...; None — yes i m coming over now i ve been waiting all day long i feel like you know what s going on you ve a...
514,60543,1.0489158630371094,2.1013307571411133,1.052414894104004,3,['australian garage punk'],Vanilla Gorilla,Vanilla Gorilla — from the place where you d rather be soakin up the sun by the sea in the place where there s no wint...; None — the island mmm anguilla that s my favorite i love the islands um that s my escapism they relax me th...; None — i like london in the rain ...
515,60658,1.0486574172973633,2.0085039138793945,0.9598464965820312,2,,,None — it s run and it s run and it can t be easy holding fast to our dreams city to city moving at the sam...; None — run that this is dirty run that this is dirty ...
516,60882,1.048183560371399,2.0107553005218506,0.9625717401504517,3,,,None — maxwell standard grade capture every frame in moving motion picture collecting dust on the shelf rem...; None — hey remember when we could save kittens from trees or lunch on skyscrapers bring the villains to the...; None — remember the 1340s we were doing a dance called the catapult you always wore brown the color craze o...
517,60908,1.048139214515686,2.056565284729004,1.0084260702133179,2,,,None — he s on the scene he s the first to leave drinking ovaltine since he was 14 he s self aware he gave ...; None — danger doom in the hizzy widdy widdy widdy widdy widdy widdy widdy we we need food i m rappin money ...
518,60980,1.0479905605316162,2.047926902770996,0.9999363422393799,2,,,None — bacon egg and cheese on toast with sriracha bacon egg and cheese on toast with sriracha racha bacon ...; None — oh uh hey good morning timpani uh hey you know what i just wanted to thank you for this amazing brea...
519,61127,1.0476963520050049,2.1007821559906006,1.0530858039855957,2,,,None — one sunday morning lord lord lord the preacher went a hunting lord lord lord and he carried along a ...; None — hafdis made a list of all the birds and the joy that exists in her world is increased by half with f...
520,61169,1.047571063041687,2.058103084564209,1.010532021522522,2,,,None — i do not want anyone anyone who really wants me every one that i desire wants to be with someone els...; None — everybody wants a everybody wants everybody wants a everybody wants everybody wants a everybody want...
521,61396,1.0471302270889282,2.142333984375,1.0952037572860718,4,,,None — initializing startup sequence loading loading loading all systems are go please enjoy your stay plea...; None — ready for take off cabin is prepared if i need to evacuate my equipment s over there door is armed a...; None — if you ll turn the machine on are we getting through is anything happening i mean will they will you...; None — uh what seems to be the trouble well it runs fine when i m here but whenever i something always goes...
522,61571,1.046749472618103,2.003926992416382,0.9571775197982788,2,"['complextro', 'electro house', 'gaming edm', 'melodic dubstep', 'neurostep']",Xilent,Xilent — yeah boy help me help me help yeah boy help me help me help me help ...; None — we needn t try letting i need to try i need to try i need to know just left left left left left we n...
523,61601,1.0466680526733398,2.0947306156158447,1.0480625629425049,4,['classic praise'],Benny Hinn,None — never point unless it s your thumbs to your chest it s a small frame but someone has to fill it it s...; None — if i were a drummer i would use my cymbal if i were a writer i would use a pencil i would use my voi...; None — if i were a drummer i would use my cymbal if i were a writer i would use a pencil i would use my voi...; Benny Hinn — blessed be the name of the lord he is worthy to be praised and adored so we lift up holy hands in on...
524,61894,1.0460209846496582,2.069880247116089,1.0238592624664307,2,,,None — are you ready in 5 4 3 2 1...; None — 5 4 3 2 wave ...
525,62037,1.0456444025039673,2.0331029891967773,0.9874585866928101,9,"['french hip hop', 'french reggae', 'old school rap francais']",Saian Supa Crew,Saian Supa Crew — beatbox...; None — on guitar kiki on keyboards shout on drums marina and the real mc t t t t twist in the house get on ...; None — i am the beatbox master my program reads much faster ...; None — beats rhythm drums music...; None — tomppabeats...
526,62155,1.0453968048095703,2.114100694656372,1.0687038898468018,2,,,None — in the overgrowth of the underbrush shone a fossil tooth which i must have dropped very long ago whi...; None — ornithorhynchus anatinus platypus sleeping geology on the isolated shore for millions of years exper...
527,62236,1.0452316999435425,2.016899824142456,0.9716681241989136,3,,,None — music by philip glass for the film by godfrey reggio michael riesman conductor...; None — intro melody michael amott 1st lead michael amott lead melody michael amott 2nd lead christopher amo...; None — a capella of theme by mcferrin...
528,62327,1.0450456142425537,2.0137686729431152,0.9687230587005615,4,,,None — hey buddy i saw you from inside leaning on my car what the fuck is up with that huh you see me leani...; None — damnit jimmy that was some something you did really smart yeah so funny try one more time just one a...; None — could you just give me one more try at that you aint nothing to me if you got nothing to say i dont ...; None — ooh baby i got a message for you you got me doing something i thought i never will do give me one mo...
529,62341,1.0450232028961182,2.005748748779297,0.9607255458831787,4,,,None — fz snorks fz thank you very much for coming to see us we ll play twice again tonight goodbye...; None — gentlemen it has been a privilege playing with you tonight...; None — thank you so much you guys have been amazing thank you good night ...; None — yes i m coming over now i ve been waiting all day long i feel like you know what s going on you ve a...
530,62362,1.0449780225753784,2.066633939743042,1.0216559171676636,3,,,None — inspector gadget hoo hoo inspector gadget inspector gadget hoo hoo inspector gadget go gadget go go ...; None — here comes the red noise absolute a go go wonder toys that last forever here come the hard boys dyin...; None — fuck fuck it s tetris nooooo fuck gimme that gimme that tetris sound fuck fuck it s tetris nooooo fu...
531,62389,1.0449186563491821,2.0846807956695557,1.0397621393203735,3,,,None — aw yeah drop the beats in the planet of earth i am the most famous person of the world everybody kno...; None — my image is hard my attitude heavy i take you out with the things that i say i draw the crowds and w...; None — everywhere we go people know who we are...
532,62438,1.0448222160339355,2.0558993816375732,1.0110771656036377,15,"['grunge', 'minneapolis punk', 'riot grrrl'], ['blues', 'blues rock', 'electric blues', 'texas blues', 'traditional blues'], ['opm']","Babes In Toyland , Freddie King, Mark Bautista",None — huh what 1...; None — i don t really care i never never needed 2...; None — one two three ...; None — three two one go...; None — oh the number one is not my favorite number because one means only me and there s no you but one plu...
533,62571,1.0445940494537354,2.0513477325439453,1.00675368309021,2,,,None — small doses daily absorbed and collected in the glands and fatty tissues over time over time oh some...; None — add up all the amphetamines and pour them in your mouth take a sip of diphenhydramine when your hear...
534,62602,1.0445457696914673,2.0238866806030273,0.9793409109115601,3,,,None — come out to show them come out to show them etc...; None — allow me to show you something...; None — i ll show heaven come with me wait and see i ll show you paradise open up your eyes show you things ...
535,62623,1.0444941520690918,2.056565284729004,1.012071132659912,5,,,None — there s a man in the funny papers we all know he lives way back a long time ago he don t eat nothin ...; None — danger doom in the hizzy widdy widdy widdy widdy widdy widdy widdy we we need food i m rappin money ...; None — there s a man in the funny papers we all know he lives way back a long time ago he don t eat nothin ...; None — flashing lots of cash and spending lots o loot hes sitting at the bar then hes sitting at the booth ...; None — he s on the scene he s the first to leave drinking ovaltine since he was 14 he s self aware he gave ...
536,62639,1.0444499254226685,2.129683494567871,1.0852335691452026,10,,,None — gravity weight restore equilibrium movement back and forth...; None — forward to the floor forward to the floor ...; None — balancing a body on the ground seems harder to do on two feet than to do face down and enemies must ...; None — lining up against the wall release the railing you want fall you re at the nervous center it s not t...; None — crouching ...
537,62689,1.0443663597106934,2.015108823776245,0.9707424640655518,2,"['ccm', 'christian alternative rock', 'christian music', 'roots worship', 'worship']",Sara Groves,None — cardboard lamb racing down the track cardboard on a rack cardboard lamb ticket on the train cardboar...; Sara Groves — nothing makes me lose my cool like toy packaging ask the kids to leave the room for toy packaging i ...
538,62741,1.044265866279602,2.131140947341919,1.086875081062317,2,,,None — it s on now it s on now any minute now that we ve seen it all any day now waiting for your curtain t...; None — i tried to watch it but it s not there i checked the schedule it s just not fair i ll get your pillo...
539,62840,1.044068694114685,2.076258897781372,1.032190203666687,2,"['big band', 'harlem renaissance', 'stride', 'tin pan alley', 'torch song']",Ethel Waters,None — bump and grind...; Ethel Waters — organ grinder organ grinder organ grinder play that melody take your organ grinder and grind some mo...
540,62853,1.044045329093933,2.042544364929199,0.9984990358352661,17,"['dance pop', 'neo soul', 'pop', 'r&b', 'uk pop']",Emeli Sandé,None — hello my name is luna can you find me ...; None — you won t find him drinkin under the table rolling dice and staying out til three you won t ever fin...; None — you won t find him drinking under tables rolling dice or staying out til three you won t ever find h...; None — you won t find him drinking at the table rolling dice or staying out til three you won t ever find h...; None — you won t find him drinking at the tables rolling dice and staying out til three you won t ever find...
541,63027,1.0437294244766235,2.081096649169922,1.0373672246932983,3,"['complextro', 'dance pop', 'edm', 'electro house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house']",CAZZETTE,None — mesdames et messieurs s il vous plaît soyez prêts pour aronchupa et albatraoz c est parti let me tel...; CAZZETTE — a mouse commander we have a mouse in the house and a fucking rat and a fucking rat a mouse commander...; None — remember that story i learned at your feet well now it s my turn take a seat two little mice of grea...
542,63274,1.0432277917861938,2.0707578659057617,1.0275300741195679,12,"['alternative rock', 'anti-folk', 'cowpunk', 'hardcore punk', 'philly indie', 'punk', 'ska punk'], ['alternative dance', 'canadian electropop', 'canadian pop', 'dance pop', 'dance rock', 'electropop', 'metropopolis', 'neo-synthpop'], ['ambient', 'electronica', 'intelligent dance music', 'scottish electronic', 'trip hop'], ['gaming edm']","The Dead Milkmen, Dragonette, Boards of Canada, NIVIRO",The Dead Milkmen — born to love volcanos seen em on pbs born to love volcanos my apartment is a mess somewhere under th...; None — as i swallow the tears of lava rolling from my eyes i can feel the spite hurting me inside as i writ...; None — i m a volcano i sit around all day no i don t know much at all until the lava falls out of my brain ...; None — hot lava come down big monkey flow chokin on a color floating down like a rain hot lava cool down bi...; None — im in the mood for a rumble a loud one often im told i overdo it but here i am brooding and without ...
543,63281,1.0432193279266357,2.0951709747314453,1.0519516468048096,20,"['Unknown genre'], ['comic', 'outsider'], ['alternative rock', 'anti-folk', 'chamber pop', 'indie rock', 'lo-fi']","I Hate Kate, William Shatner, Grandaddy",None — the funky technician is back sit back and relax now is the time to relax your mind the funky technic...; None — you were infected virus detected...; None — calling all system 13s we re cranking up the temperature brace yourselves it s going to be a bumpy r...; None — a is for ascii our alphabet s name b is the bugs for which we get the blame c the computer which nev...; None — standing there alone the ship is waiting all systems are go are you sure control is not convinced bu...
544,63403,1.0429556369781494,2.0518219470977783,1.008866310119629,3,"['complextro', 'dance pop', 'edm', 'electro house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house']",CAZZETTE,None — uncle rat went out to ride kitty alone kitty alone uncle rat went out to ride kitty alone and i uncl...; CAZZETTE — a mouse commander we have a mouse in the house and a fucking rat and a fucking rat a mouse commander...; None — three blind mice three blind mice see how they run see how they run they all ran after the farmers w...
545,63427,1.0429155826568604,2.0357375144958496,0.9928219318389893,4,,,None — leave it all behind...; None — the birds have stopped their song they know its time to go the trees have dropped their leaves on th...; None — leave the world behind you leave the world behind you people can you hear me here s a message that i...; None — leave the world behind you leave the world behind you people can you hear me here s a message that i...
546,63448,1.0428667068481445,2.010457754135132,0.9675910472869873,9,"['alberta country', 'canadian contemporary country', 'canadian country', 'canadian singer-songwriter', 'cowboy western', 'new americana']",Corb Lund,Corb Lund — well i partied with some crazy calgary cowgirls we ripped and snorted kicked our heels and then two ...; None — copenhagen it makes me feel so good copenhagen the way i know it should i put a little chew in my mo...; None — my one and only advice is co coca cola and ice with lemon slice on my lips i never waste a sip i lik...; None — if you want to make some pickles take your time make some brine put all those little things you love...; None — you know i learned how to dip copenhagen snuff back when i was into rodeo i used to be into rodeo be...
547,63576,1.0426561832427979,2.0688672065734863,1.0262110233306885,3,,,None — hey nina yeah uh you mind if i play somethin for you no not at all...; None — we re playing card games till some dawn we re playing heart games please please please please play a...; None — i don t look for trouble i do not accept blame i ve a good and a bad side but they re one and the sa...
548,63655,1.042479157447815,2.015558958053589,0.9730798006057739,4,"['alternative rock', 'art rock', 'dream pop', 'experimental', 'experimental rock', 'indie rock', 'industrial', 'industrial rock', 'no wave', 'noise rock', 'post-punk', 'post-rock']",Swans,None — everything grows and grows babies do animals too everything grows everything grows and grows sisters...; None — full year the iris red wood all we grow i will be honest i tow what i know...; None — oats and beans and barley grow oats and beans and barley grow oats and beans and barley grow oats an...; Swans — in my garden things grow in my garden things will grow then they die then they fall away fall away t...
549,63843,1.042143702507019,2.151319980621338,1.1091762781143188,23,"['classic hardstyle', 'edm', 'electro house', 'euphoric hardstyle', 'pop dance', 'progressive electro house']",Showtek,None — we are all robots we are all robots searching for a meaning we are all robots searching for a purpos...; None — where are my sisters where are my brothers where is my family who takes care of each other in the bl...; None — ever since the first time i opened my eyes i ve awakened to the same thing other automaton friends r...; None — humanity peeled from our bones deprived of integuments that make us real shadows of flesh to maintai...; None — we are analog...
550,63889,1.0420382022857666,2.0474727153778076,1.005434513092041,6,,,None — oh no no i never go to work oh no no i never go to work oh no no i never go to work oh no no i never...; None — ah ah ah ah ah ah ah ah 1 2 3 4 ah ah ah ah 1 2 3 4 ah ah ah ah 1 2 3 4 have i done my best here or ...; None — every day is the last day yeah you get up uh and before you know it the day s over and you re thinki...; None — you must have fun sometimes at school uh well yeah but when it s the end of the school cause you get...; None — every day is the last day yeah you get up uh and before you know it the day s over and you re thinki...
551,64324,1.0412036180496216,2.023796796798706,0.9825931787490845,3,"['adult standards', 'big band', 'easy listening', 'jazz trombone', 'lounge', 'swing', 'vocal jazz']",Glenn Miller,None — when you re going to the bank and changing some money just take some time to ask around who is the l...; Glenn Miller — in spain they say si si in france you hear oui oui ev ry little dutch girl says ja ja ev ry little r...; None — in spain they say si si in france you hear oui oui ev ry little dutch girl says ja ja ev ry little r...
552,64361,1.0411322116851807,2.0401906967163086,0.9990584850311279,3,,,None — why do you do the things you do get up in the morning sun put on your shoes that don t fit get into ...; None — ain t no use in divin what s the use of jivin straighten up and fly right straighten up and do right...; None — why the struggle why the strain why make trouble why make scenes why go against the grain why swim u...
553,64433,1.0409951210021973,2.0961594581604004,1.0551643371582031,3,['ambeat'],Nömak,Nömak — shuhs baby i love you hi if you re looking to kickstart a new weight loss routine or concur a diet p...; None — warned too late a simple reduction not with your weight well i m sorry there s nothing and i believe...; None — longing left to much to the mind leaving out whats right so i took it on the side and couldnt reign ...
554,64466,1.0409369468688965,2.019660711288452,0.9787237644195557,2,,,None — shelia shelia you ll be my wife you ll share my life we will grow old when we die we ll bury ourselv...; None — i won t i won t together...
555,64551,1.0407967567443848,2.0365941524505615,0.9957973957061768,5,"['alternative dance', 'art pop', 'dance pop', 'electronica', 'electropop', 'neo-synthpop', 'new rave']",Róisín Murphy,None — we are the animals who have lost our hair retained some of our teeth and gained a choice we ll chase...; None — yo we are crookers and yes yes we love animals free animals in the forest we also love you we love y...; None — we re the fucking animals we re the fucking animals...; None — floods start coming the waters rise voices start to multiply there s something animal in your eyes a...; Róisín Murphy — from the primordial soup out of the din and the gloom we came we are animals by any other name from ...
556,64577,1.0407596826553345,2.0132975578308105,0.9725378751754761,2,,,None — kool a d the natural ayo live your life beautiful truth be the willing and the dutiful see me tinkle...; None — naturality is a style that i dig so stop goin around and acting as if it s you alone exist because y...
557,64607,1.0407122373580933,2.029100179672241,0.988387942314148,16,"['Unknown genre'], ['strut']","Cross Me, Xelle",None — creep on in on in on in see i m ridin high kinda broke this evening y all so all i got s five i got ...; None — but i m already gone but i m already gone1...; None — oh shit i m way 2 on5...; None — the five to fours can t take it no more the five to fours can t take it no more the five to fours ca...; None — you have 5 seconds to terminate this take 5 4 3 2 1 you have 5 seconds to terminate this take 5 4 3 ...
558,64634,1.0406651496887207,2.048325777053833,1.0076606273651123,2,,,None — use the truth as a weapon to beat up all your friends every chink in the armour an excuse to cause o...; None — crash land in an obscene movie and fling yourself on an outstretched finger a passive heart has a ma...
559,64692,1.0405522584915161,2.074908494949341,1.0343562364578247,3,,,None — everyone s a pussy everyone s a pussy everyone s a pussy fuck you dude...; None — mate and mate ah fight true a gyal pussy kill a man last night but watch yah gyal grab up yuh buff a...; None — cause you ain t shit and your mother ain t shit and your sister ain t shit and your pussy ain t shit...
560,64757,1.0404431819915771,2.0072264671325684,0.9667832851409912,12,,,None — go high go low go high and take it back low lego tuc baby the unserious candidate yana so baby when ...; None — caithfimid suas is suas caithfimid suas go heasc caithfimid suas is suas i seacain a chro na pleasc ...; None — is a mhithrn an ligfidh t chun aonaigh m is a mhuirnn g n heala is a mhithrn an ligfidh t chun aonai...; None — kokoma i stand by adebisi konga omawumi s baby ehn ehn wonder kokoma i stand by adebisi konga omawum...; None — ba a a a a a ad selection ...
561,64837,1.0403027534484863,2.0392229557037354,0.998920202255249,3,,,None — walk on their side of the street don t walk where it feels the best walk away from people you meet d...; None — always on guard i m trying to make friends but i m always on guard1...; None — walk on their side of the street don t walk where it feels the best walk away from people u meet don...
562,65106,1.0398286581039429,2.010078191757202,0.9702495336532593,3,"[""british children's music"", 'cartoon', ""children's music""]",Thomas & Friends,None — 3 2 1 let it rip now im let it hit im come up with those skills make them want to quit best believe ...; Thomas & Friends — a lesson that s worth learning one you never should forget is the art of friendly rivalry it s not a...; None — i have no use for competition i lose a game as well as anyone communication doesnt matter communicat...
563,65337,1.0394431352615356,2.017681837081909,0.9782387018203735,3,,,None — big boy evil boy big boy evil bill mummy money saw him dip us in the till cheek of picky bill with h...; None — he knew they would be on the show ooh ooh ooh but i guess that he wasn t to know ooh ooh ooh we woul...; None — bill you ve been gamblin again gee honey i m sorry if only you meant it why can t you behave oh why ...
564,65410,1.0393143892288208,2.0654444694519043,1.0261300802230835,2,"['alternative rock', 'art rock', 'indie rock', 'modern rock', 'noise pop', 'okc indie', 'rock'], ['american melodeath', 'denver metal', 'melodic death metal', 'technical death metal', 'technical melodic death metal']","The Flaming Lips, Allegaeon",The Flaming Lips — putting all the vegetables away that you bought at the grocery store today and it goes fast you thin...; Allegaeon — time dilation varies measured between events with masses now in the distance accelerating effects do...
565,65526,1.0391072034835815,2.048325777053833,1.0092185735702515,2,,,None — i want to have myself split in two please tell me how to i want to see that side face to face and tr...; None — brian it s called flick of the wrist thank you dislocate your spine if you don t sign he says i ll h...
566,65751,1.0386972427368164,2.0503339767456055,1.011636734008789,3,"['future funk', 'vaporwave']",Desired,None — tokyo hey it has been a great pleasure to have you aboard japan airlines we hope you have enjoy the ...; None — tokyo reflections in your eyes we both smile and move in closer while the sunrise dries your hair mo...; Desired — just got in from tokyo just got in from tokyo just got in from tokyo tokyo just got in from tokyo to...
567,65882,1.0384564399719238,2.0473573207855225,1.0089008808135986,18,,,None — if i lift my head from the bed of stars the ocean wide if i call your name out would you carry me on...; None — now i m on my way...; None — but i m already gone but i m already gone1...; None — now we are free i will see you again but not yet not yet ...; None — the portal is now open...
568,65933,1.0383851528167725,2.0513477325439453,1.0129625797271729,4,"['alternative hip hop', 'chicago rap', 'conscious hip hop', 'drill', 'hip hop', 'rap', 'underground hip hop']",Mick Jenkins,None — small doses daily absorbed and collected in the glands and fatty tissues over time over time oh some...; Mick Jenkins — drink more water i m gon get you high and hunnids down to low end crazy i m gon get you high flawles...; None — mmmm smells fresh dose one relief that goes right to your head get the most from dose one ...; None — welcome to macka b s medical monday today it s all about this the cucumber or as they call it in jam...
569,66115,1.0380805730819702,2.0085418224334717,0.9704612493515015,2,,,None — there must be something terribly wrong with me sometimes i feel like i haven t learned anything...; None — speak and open up your mind it s something you should do all the time turns me from the place i know...
